data,dia_semana,hora,natureza,bairro,logradouro_endereco,endereco,logradouro_detalhe_endereco,detalhe_endereco_acidente,complemento,bairro_cruzamento,num_semaforo,sentido_via,tipo,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via,mao_direcao,divisao_via1,divisao_via2,divisao_via3
2021-04-11,domingo ,23:20:40,COM VÍTIMA,BONGI,RUA,RUA ISAAC MARKMAN,,,"PROXIMO DA CELPE, PROXIMO AO TERMINAL DO BONGI",BONGI,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2021-04-12,segunda-feira ,07:32:00,SEM VÍTIMA,CORDEIRO,AVENIDA,AVENIDA ENGENHEIRO ABDIAS DE CARVALHO,EST,EST DO FORTE DO ARRAIAL N. DO B. JESUS,EST DO FORTE DO ARRAIAL N. DO B. JESUS,CORDEIRO,375,,SEMAFORO,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-04-12,segunda-feira ,07:32:00,SEM VÍTIMA,MADALENA,AVENIDA,AVENIDA BEIRA RIO,RUA,RUA JOSE OSORIO,RUA JOSE OSORIO,MADALENA,387,,SEMAFORO,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-04-12,segunda-feira ,07:32:00,SEM VÍTIMA,VARZEA,AVENIDA,AVENIDA CAXANGA,RUA,RUA RODRIGUES FERREIRA,RUA RODRIGUES FERREIRA,VARZEA,232,,SEMAFORO,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-04-12,segunda-feira ,07:48:00,COM VÍTIMA,SANTO AMARO,RUA,RUA TREZE DE MAIO,RUA,RUA DOS PALMARES,,SANTO AMARO,30,SUBURBIO,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-4a,,Única,Faixa contínua,,
2021-04-12,segunda-feira ,08:08:00,SEM VÍTIMA,VARZEA,AVENIDA,AVENIDA CAXANGA,AVENIDA,AVENIDA AFONSO OLINDENSE,AV AFONSO OLINDENSE,VARZEA,568,,SEMAFORO,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-04-12,segunda-feira ,08:09:00,SEM VÍTIMA,SAO JOSE,CAIS,CAIS SANTA RITA,,,EM FRENTE AO ARMAZEM 16,SÃO JOSÉ,76,,SEMAFORO,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-04-12,segunda-feira ,08:18:00,SEM VÍTIMA,BOA VISTA,RUA,RUA DO HOSPICIO,RUA,RUA PRINCESA IZABEL,,BOA VISTA,,,SEMAFORO,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-04-12,segunda-feira ,08:19:00,SEM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA BOA VIAGEM,RUA,RUA PROFESSOR MARIO CASTRO,RUA PROFESSOR MARIO CASTRO,BOA VIAGEM,148,,SEMAFORO,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-04-12,segunda-feira ,08:21:00,SEM VÍTIMA,BOA VISTA,RUA,RUA GERVASIO PIRES,RUA,RUA DO RIACHUELO,RIACHUELLO,BOA VISTA,175,,SEMAFORO,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-04-12,segunda-feira ,08:44:00,SEM VÍTIMA,SANTO ANTONIO,RUA,RUA DO SOL,,,RUA NOVA,SANTO ANTÔNIO,13,,SEMAFORO,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-04-12,segunda-feira ,09:38:00,SEM VÍTIMA,BOA VISTA,RUA,RUA GERVASIO PIRES,RUA,RUA DO RIACHUELO,RIACHUELLO,BOA VISTA,175,,SEMAFORO,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-04-12,segunda-feira ,10:12:00,SEM VÍTIMA,PAISSANDU,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,RUA,RUA GENERAL JOAQUIM INACIO,,PAISSANDU,69,,SEMAFORO,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-04-12,segunda-feira ,12:27:00,COM VÍTIMA,MADALENA,AVENIDA,AVENIDA ENGENHEIRO ABDIAS DE CARVALHO,RUA,RUA JOAO IVO DA SILVA,LADO OPOSTO AO HABIB´S/  SENTIDO CIDADE,MADALENA,132,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,60 km/h,Dupla,Canteiro central,,
2021-04-12,segunda-feira ,12:50:00,SEM VÍTIMA,JARDIM SAO PAULO,RUA,RUA LEANDRO BARRETO,,,COLISAO SOBRE O VIADUTO,JARDIM SÃO PAULO,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-04-12,segunda-feira ,16:18:00,COM VÍTIMA,DERBY,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,RUA,RUA JOAQUIM NABUCO,AO LADO DO HOSPITAL DA RESTAURAÇÃO,DERBY,174,SUBURBIO,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,60 km/h,Dupla,Canal,,
2021-04-12,segunda-feira ,21:06:40,COM VÍTIMA,CAMPO GRANDE,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,RUA,RUA ODORICO MENDES,E/F A CENTRAL DE FLAGRANTES,CAMPO GRANDE,49,CIDADE,ATROPELAMENTO DE PESSOA,0,1,0,0,1,0,0,0,0,2,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,60 km/h,Dupla,Canal,,
2021-04-13,terça-feira ,10:23:00,SEM VÍTIMA,TORRE,RUA,RUA JOSE BONIFACIO,,,EM FRENTE AO ATACADO DOS PRESENTES,TORRE,,,ENGAVETAMENTO,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-04-13,terça-feira ,12:57:00,COM VÍTIMA,BAIRRO DO RECIFE,AVENIDA,AVENIDA MILITAR,AVENIDA,AVENIDA MILITAR,,BAIRRO DO RECIFE,436,SUBURBIO,ATROPELAMENTO DE PESSOA,1,0,0,0,1,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não hA placas,40 km/h,Dupla,Canteiro central,,
2021-04-13,terça-feira ,13:05:00,COM VÍTIMA,CAXANGA,AVENIDA,AVENIDA CAXANGA,,,POSTO POTENCIAL,CAXANGA,,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não hA placas,60 km/h,Única,Faixa seccionada,,
2021-04-13,terça-feira ,16:57:00,COM VÍTIMA,MADALENA,AVENIDA,AVENIDA JOSE GONCALVES DE MEDEIROS,RUA,RUA PROFESSOR BENEDITO MONTEIRO,PRÓX AO EXTRA,MADALENA,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não hA placas,,Dupla,Faixa contínua,,
2021-04-14,quarta-feira ,07:52:00,COM VÍTIMA,SAO JOSE,PRC,PRC DAS CINCO PONTAS,,,DESCIDA DO VIADUTO,SÃO JOSÉ,,CIDADE,COLISÃO LATERAL,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2021-04-14,quarta-feira ,12:46:00,COM VÍTIMA,CASA FORTE,AVENIDA,AVENIDA DEZESSETE DE AGOSTO,,,LADO OPOSTO AO CNA,CASA FORTE,,SUBURBIO,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Não existe,Não hA placas,40 km/h,Dupla,Faixa contínua,,
2021-04-14,quarta-feira ,12:48:00,COM VÍTIMA,SANTO AMARO,RUA,RUA TREZE DE MAIO,AVENIDA,"AVENIDA DA SAUDADE,",PROXIMO AO CEMITERIO E A UNINASSAU,SANTO AMARO,428,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Chuvoso,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não hA placas,40 km/h,Dupla,Faixa contínua,,
2021-04-14,quarta-feira ,17:07:00,COM VÍTIMA,BOMBA DO HEMETERIO,RUA,RUA JACOB,,,EM FRENTE A UPINHA,BOMBA DO HEMETÉRIO,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Chuvoso,Não existe,Não existente,Molhada,Mal iluminada,Não existe,Não hA placas,,Dupla,Não existe,,
2021-04-14,quarta-feira ,18:52:00,SEM VÍTIMA,VARZEA,AVENIDA,AVENIDA CAXANGA,,,EM FRENTE AO RESIDENCIAL CAXANGA,VARZEA,,CIDADE,COLISÃO LATERAL,1,0,0,0,0,0,1,0,0,0,0,Cruzamento,Bom,Sem defeito,Não existente,Seca,Perfeito estado,Faixa de pedestre,R-6a,60KM/H,Dupla,Canteiro central,,
2021-04-14,quarta-feira ,19:45:00,COM VÍTIMA,SAO JOSE,RUA,RUA IMPERIAL,RUA,RUA LOURENCO DE SA,E/F A JUCEPE,SÃO JOSÉ,87,,ATROPELAMENTO DE PESSOA,1,0,0,0,1,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não hA placas,,Única,Faixa contínua,,
2021-04-15,quinta-feira ,07:52:00,COM VÍTIMA,PINA,AVENIDA,AVENIDA ANTONIO DE GOES,,,LADO OPOSTO A ALIANZ,PINA,538,CIDADE,COLISÃO TRASEIRA,1,0,0,0,0,0,1,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,60 km/h,Única,Faixa contínua,,
2021-04-15,quinta-feira ,11:08:00,SEM VÍTIMA,TORREAO,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,,,,TORREÃO,,,COLISÃO TRASEIRA,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-04-15,quinta-feira ,11:51:00,SEM VÍTIMA,MADALENA,EST,EST DOS REMEDIOS,,,EM FRENTE A CASA DOS COLCHOES,MADALENA,353,,COLISÃO FRONTAL,1,0,0,0,0,0,0,1,0,0,0,Cruzamento,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Não hA placas,,Única,Faixa contínua,,
2021-04-15,quinta-feira ,15:43:00,COM VÍTIMA,IPSEP,AVENIDA,AVENIDA RECIFE,,,PROX AO AMEREICA FILME EQUIPADORA,IPSEP,393,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Outras,60 km/h,Dupla,Faixa seccionada,Canteiro central,
2021-04-15,quinta-feira ,16:00:00,COM VÍTIMA,SAO JOSE,RUA,RUA FLORIANO PEIXOTO,,,em frente a honda,SÃO JOSÉ,668,SUBURBIO,CHOQUE,1,0,0,0,0,0,0,0,0,1,0,Longo da via,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Outras,,Única,Faixa seccionada,,
2021-04-15,quinta-feira ,22:08:40,SEM VÍTIMA,IBURA,RUA,RUA AGAMENON BEZERRA LAFAYETE,,,PRÓX AO DEPÓSITO PAULA BEBIDAS // IGREJA PENTESCOSTAL DA GRAÇA DE DEUS,IBURA,,,CHOQUE,1,0,0,0,0,0,0,0,0,0,0,Longo da via,Chuvoso,Não existe,Não existente,Seca,Mal iluminada,Não existe,Não hA placas,,Dupla,Não existe,,
2021-04-16,sexta-feira ,09:40:00,SEM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA BOA VIAGEM,,,,BOA VIAGEM,,,COLISÃO TRANSVERSAL,0,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não hA placas,N/I,Única,Faixa seccionada,,
2021-04-16,sexta-feira ,09:40:00,SEM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA ENGENHEIRO DOMINGOS FERREIRA,RUA,RUA CORONEL SERGIO HENRIQUE CARDIM,,BOA VIAGEM,444,,SEMAFORO,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-04-16,sexta-feira ,09:56:00,COM VÍTIMA,PINA,RUA,RUA MANOEL DE BRITO,,,"NO TUNEL,",PINA,,CIDADE,COLISÃO TRASEIRA,3,0,0,0,0,0,0,0,0,1,0,Outros,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não hA placas,60 km/h,Única,Faixa contínua,,
2021-04-16,sexta-feira ,12:24:00,SEM VÍTIMA,JARDIM SAO PAULO,AVENIDA,AVENIDA RECIFE,,,EM FRENTE AO CERPE/ SENTIDO BR,JARDIM SÃO PAULO,,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,1,0,0,0,Cruzamento,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Outras,,Dupla,Faixa contínua,,
2021-04-16,sexta-feira ,14:05:00,COM VÍTIMA,PINA,AVENIDA,AVENIDA HERCULANO BANDEIRA,,,EM FRENTE AO AO MARTELINHO,PINA,,SUBURBIO,COLISÃO COM CICLISTA,1,0,0,1,0,0,0,0,0,1,0,Longo da via,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Não existe,R-6a,60 km/h,Única,Faixa seccionada,,
2021-04-16,sexta-feira ,16:39:00,COM VÍTIMA,BOA VISTA,AVENIDA,AVENIDA JOAO DE BARROS,,,EM FRENTE A CELPE,BOA VISTA,,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Não existe,Não hA placas,40 km/h,Única,Faixa seccionada,,
2021-04-16,sexta-feira ,16:45:00,COM VÍTIMA,LINHA DO TIRO,AVENIDA,AVENIDA RIO MORNO,,,E/F AO MERCADINHO PONTES,LINHA DO TIRO,,,CHOQUE,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2021-04-17,sábado ,09:57:00,COM VÍTIMA,COELHOS,PRC,PRC MIGUEL DE CERVANTES,,,EM FRENTE A PRAÇA PROX AO IMIP,COELHOS,,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Outros,Outras,,Única,Não existe,,
2021-04-17,sábado ,08:57:00,COM VÍTIMA,POCO DA PANELA,RUA,RUA SAMUEL FARIAS,AVENIDA,AVENIDA DEZESSETE DE AGOSTO,OPOSTO EXERCITO BRASILEIRO,POÇO DA PANELA,,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Esquina,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,R-6a,,Dupla,Faixa contínua,Faixa seccionada,
2021-04-17,sábado ,12:27:00,COM VÍTIMA,TORRE,AVENIDA,AVENIDA BEIRA RIO,,,PRÓX À ACADEMIA DA CIDADE / PONTE DA TORRE,TORRE,630,,COLISÃO LATERAL,2,0,0,0,0,0,0,0,0,2,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Outros,,40 km/h,Dupla,,,
2021-04-17,sábado ,14:43:00,COM VÍTIMA,CAXANGA,AVENIDA,AVENIDA CAXANGA,RUA,RUA GENERAL POLIDORO,EM FRENTE AO POSTO SHELL,CAXANGA,231,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Longo da via,,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não hA placas,,Dupla,Canteiro central,,
2021-04-17,sábado ,15:46:00,SEM VÍTIMA,IMBIRIBEIRA,AVENIDA,AVENIDA MARECHAL MASCARENHAS DE MORAES,,,,IMBIRIBEIRA,,,CHOQUE,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-04-18,domingo ,00:17:00,COM VÍTIMA,AFOGADOS,RUA,RUA SAO MIGUEL,RUA,RUA QUITERIO INACIO DE MELLO,EM FRENTE AO BANCO DO BRASIL,AFOGADOS,333,SUBURBIO,,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Outras,,Dupla,Faixa contínua,,
2021-04-18,domingo ,07:45:00,SEM VÍTIMA,AFOGADOS,RUA,RUA SAO MIGUEL,EST,EST DOS REMEDIOS,,AFOGADOS,53,,SEMAFORO,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-04-18,domingo ,09:09:00,COM VÍTIMA,MADALENA,AVENIDA,AVENIDA BEIRA RIO,RUA,RUA JOSE OSORIO,EM FRENTE AO EDF. SOLAR DO CAPIBARIBE,MADALENA,987,,COLISÃO TRANSVERSAL,2,0,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6c,,Dupla,,,
2021-04-18,domingo ,10:00:00,COM VÍTIMA,BOA VIAGEM,RUA,RUA BALTAZAR PASSOS,,,PROX. A PAN JOVEM,BOA VIAGEM,,SUBURBIO,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,3,0,Longo da via,Chuvoso,Não existe,,Molhada,Perfeito estado,Não existe,Não hA placas,40 km/h,Única,Não existe,,
2021-04-18,domingo ,11:27:00,SEM VÍTIMA,SAO JOSE,RUA,RUA IMPERIAL,AVENIDA,AVENIDA SUL,PROX. DO FEIRÃO DE AUTOS E O CRISTAL HOTEL,SÃO JOSÉ,,,COLISÃO FRONTAL,1,0,0,0,0,0,0,1,0,0,0,Longo da via,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Não existe,"Placas ""Pare""",,Dupla,Não existe,,
2021-04-18,domingo ,13:29:00,SEM VÍTIMA,TORRE,RUA,RUA CONDE DE IRAJA,,,,TORRE,,,COLISÃO LATERAL,0,0,0,0,0,0,0,0,0,0,0,Cruzamento,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Outras,60KM/H,,Faixa seccionada,,
2021-04-18,domingo ,15:49:00,VÍTIMA FATAL,IPSEP,AVENIDA,AVENIDA RECIFE,RUA,RUA JEAN EMILE FAVRE,"PX AO POSTO FEDERAL, SENTIDO BOA VIAGEM",IPSEP,,SUBURBIO,COLISÃO TRASEIRA,1,0,0,0,0,0,1,0,0,1,1,Longo da via,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Não existe,Não hA placas,60 km/h,Dupla,Canteiro central,,
2021-04-18,domingo ,18:03:00,SEM VÍTIMA,IMBIRIBEIRA,AVENIDA,AVENIDA ANTONIO TORRES GALVAO,,,SEMAFORO 543 / E/F AO VIADUTO,IMBIRIBEIRA,543,,COLISÃO TRASEIRA,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-04-18,domingo ,18:47:00,SEM VÍTIMA,IPUTINGA,AVENIDA,AVENIDA MARIO ALVARES PEREIRA DE LYRA,,,PROX A COMPESA E IGREJA EMANOEL,IPUTINGA,,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-04-19,segunda-feira ,09:22:00,SEM VÍTIMA,BAIRRO DO RECIFE,CAIS,CAIS DO APOLO,,,,BAIRRO DO RECIFE,,,COLISÃO LATERAL,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-04-19,segunda-feira ,10:32:00,COM VÍTIMA,GRACAS,AVENIDA,AVENIDA CONS ROSA E SILVA,,,EM FRENTE AO HOSPITAL DOS SERVIDORES,GRAÇAS,309,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Não existe,R-6a,,Única,Faixa seccionada,,
2021-04-19,segunda-feira ,17:03:00,COM VÍTIMA,CORDEIRO,AVENIDA,AVENIDA PROFESSOR ESTEVAO FRANCISCO DA COSTA,RUA,RUA PARANAI,PROX AO HOSPITAL VETERINARIO,CORDEIRO,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,,Seca,,Não existe,Não hA placas,,Dupla,Não existe,,
2021-04-19,segunda-feira ,18:26:00,COM VÍTIMA,BOA VISTA,RUA,RUA AURORA,PTE,PTE PRINCESA IZABEL,DELEGACIA DA POLICIA CIVIL,BOA VISTA,,SUBURBIO,COLISÃO COM CICLISTA,0,0,0,1,0,1,0,0,0,1,0,Cruzamento,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Não hA placas,60 km/h,Única,Faixa contínua,,
2021-04-19,segunda-feira ,18:32:00,COM VÍTIMA,BAIRRO DO RECIFE,AVENIDA,AVENIDA MILITAR,,,TERMINAL MORITINO DE PASSAGEM MECY DA SIVA CAMPOS,BAIRRO DO RECIFE,,SUBURBIO,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não hA placas,,Única,Faixa seccionada,,
2021-04-19,segunda-feira ,18:56:00,COM VÍTIMA,ARRUDA,AVENIDA,AVENIDA BEBERIBE,RUA,RUA DAS MOCAS,EM FRENTE AO ARMAZEM CORAL,ARRUDA,,,COLISÃO COM CICLISTA,1,0,0,1,0,0,0,0,0,1,0,Cruzamento,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,"Placas ""Pare""",,Dupla,Faixa seccionada,,
2021-04-19,segunda-feira ,19:00:00,COM VÍTIMA,IMBIRIBEIRA,AVENIDA,AVENIDA MARECHAL MASCARENHAS DE MORAES,AVENIDA,AVENIDA PINHEIROS,PRÓXIMO  AO POSTO IPIRANGA,IMBIRIBEIRA,,SUBURBIO,COLISÃO COM CICLISTA,0,1,0,1,0,0,0,0,0,1,0,Cruzamento,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Não hA placas,,Dupla,Faixa seccionada,Canteiro central,
2021-04-19,segunda-feira ,22:06:40,SEM VÍTIMA,MACAXEIRA,AVENIDA,AVENIDA NORTE,RUA,RUA MONTE PAVAO,"EM FRENTE AO RESTAURANDO DO CHINA, PROXIMO DA ANTIGA FABRICA DA OTON",MACAXEIRA,,,CHOQUE,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-04-20,terça-feira ,07:05:00,COM VÍTIMA,SAN MARTIN,AVENIDA,AVENIDA GENERAL SAN MARTIN,,,PROBX. A LOMBADA ELETRONICA E A PRAÇA,SAN MARTIN,,CIDADE,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Não hA placas,,Dupla,Faixa contínua,,
2021-04-20,terça-feira ,08:05:00,SEM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA ENGENHEIRO DOMINGOS FERREIRA,RUA,RUA CORONEL SERGIO HENRIQUE CARDIM,,BOA VIAGEM,444,,SEMAFORO,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-04-20,terça-feira ,08:07:00,SEM VÍTIMA,IPSEP,RUA,RUA ITANAGE,RUA,RUA BLUMENAU,,IPSEP,111,,SEMAFORO,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-04-20,terça-feira ,08:14:00,SEM VÍTIMA,IPSEP,AVENIDA,AVENIDA RECIFE,AVENIDA,AVENIDA SENADOR ROBERT KENNEDY,,IPSEP,319,,SEMAFORO,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-04-20,terça-feira ,08:24:00,COM VÍTIMA,MADALENA,RUA,RUA BENFICA,RUA,RUA MONSENHOR JULIO MARIA,LADO OPOSTO AO MARTELINHO DE OURO,MADALENA,,CIDADE,ATROPELAMENTO DE PESSOA,1,0,0,0,1,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,,60 km/h,Dupla,Faixa contínua,Faixa seccionada,
2021-04-20,terça-feira ,08:39:00,SEM VÍTIMA,CORDEIRO,AVENIDA,AVENIDA PROFESSOR ESTEVAO FRANCISCO DA COSTA,,,PROX. AO TI GETULIO VARGAS,CORDEIRO,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,N/I,Única,Faixa seccionada,,
2021-04-20,terça-feira ,12:02:00,COM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA PREFEITO ARTUR LIMA CAVALCANTI,,,POR TRAS DO HOSPITAL NAVAL,SANTO AMARO,,SUBURBIO,ATROPELAMENTO DE PESSOA,0,0,0,0,1,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não hA placas,40 km/h,Única,Canteiro central,,
2021-04-20,terça-feira ,13:17:00,SEM VÍTIMA,VASCO DA GAMA,AVENIDA,AVENIDA NORTE,LGO,LGO DOM LUIZ,LARGO DOM LUIZ,VASCO DA GAMA,95,,SEMAFORO,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-04-20,terça-feira ,16:07:00,COM VÍTIMA,CASA FORTE,AVENIDA,AVENIDA DEZESSETE DE AGOSTO,,,PIZZA CASA FORTE,CASA FORTE,,CIDADE,CHOQUE,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,40 km/h,Dupla,Faixa contínua,,
2021-04-20,terça-feira ,16:29:00,COM VÍTIMA,IPSEP,RUA,RUA ITAJAI,RUA,RUA PAMPULHA,E/F A PADARIA PORTO  AO LADO DA CASA BLANCA  RECEPÇOES,IPSEP,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,"Placas ""Pare""",,Dupla,Não existe,,
2021-04-20,terça-feira ,16:46:00,SEM VÍTIMA,BOA VIAGEM,RUA,RUA BARAO DE SOUZA LEAO,AVENIDA,AVENIDA DES JOSE NEVES,TREVO SUPERMERCADO,BOA VIAGEM,476,SUBURBIO,SEMAFORO,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-04-20,terça-feira ,19:04:00,COM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA DES JOSE NEVES,,,PROX A FERREIRA PINTO,BOA VIAGEM,,CIDADE,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Não existente,Seca,Mal iluminada,Não existe,Não hA placas,50 km/h,Única,Não existe,,
