data,dia_semana,hora,natureza,bairro,logradouro_endereco,endereco,logradouro_detalhe_endereço,detalhe_endereco_acidente,complemento,bairro_cruzamento,num_semaforo,sentido_via,tipo,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via,mao_direcao,divisao_via1,divisao_via2,divisao_via3
2023-02-24,sexta-feira ,05:19:00,SEM VÍTIMA,SAO JOSE,AVENIDA,AVENIDA ENGENHEIRO JOSE ESTELITA,,,,SÃO JOSÉ,,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-02-25,sábado ,09:55:00,COM VÍTIMA,CAXANGA,RUA,RUA RIBEIRO PESSOA,,,EM FRENTE AO MOTEL TURQUESA, PROX A UPA,CAXANGÁ,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,
2023-02-25,sábado ,11:58:00,COM VÍTIMA,CAXANGA,AVENIDA,AVENIDA JOAQUIM RIBEIRO,,,APÓS. À UNINASSAU / EM FRENTE À ÁGUA MINERAL CAXANGÁ,CAXANGÁ,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-02-25,sábado ,01:39:00,COM VÍTIMA,IMBIRIBEIRA,AVENIDA,AVENIDA MARECHAL MASCARENHAS DE MORAES,,,EM FRENTE A FACULDADE UNIVERSO,IMBIRIBEIRA,,,COLISÃO TRASEIRA,0,2,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-02-25,sábado ,02:33:00,COM VÍTIMA,TAMARINEIRA,AVENIDA,AVENIDA NORTE MIGUEL ARRAES DE ALENCAR,,,LADO OPOSTO AO SESC,TAMARINEIRA,,CIDADE,COLISÃO FRONTAL,0,2,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-02-25,sábado ,07:16:00,SEM VÍTIMA,ARRUDA,AVENIDA,AVENIDA PROFESSOR JOSE DOS ANJOS,,,PRÓX. À ACADEMIA DA CIDADE, PERTO DO BAR DO BIGODE.,ARRUDA,,,COLISÃO TRANSVERSAL,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2023-02-25,sábado ,09:01:00,COM VÍTIMA,CAJUEIRO,AVENIDA,AVENIDA SEBASTIAO SALAZAR,,,PRÓX. À IGREJA CATÓLICA DE CAJUEIRO,CAJUEIRO,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-02-25,sábado ,10:04:00,COM VÍTIMA,CAMPO GRANDE,RUA,RUA ODORICO MENDES,,,EM FRENTE A GALERIA CAZÉ,CAMPO GRANDE,,SUBURBIO,COLISÃO TRANSVERSAL,0,2,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-02-25,sábado ,11:24:00,SEM VÍTIMA,NOVA DESCOBERTA,RUA,RUA NOVA DESCOBERTA,,,PRÓXIMO A ENTRADA DO CORREGO DO EUCALIPTO,NOVA DESCOBERTA,,,COLISÃO LATERAL,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-02-26,domingo ,11:12:00,COM VÍTIMA,IPSEP,RUA,RUA PINTOR ANTONIO ALBUQUERQUE,,,PROX. AO POSTO SHELL DA AV. RECIFE,IPSEP,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-02-26,domingo ,02:13:00,COM VÍTIMA,GRACAS,AVENIDA,AVENIDA BEIRA RIO,RUA,RUA CONDE DE IRAJA,NA DESCIDA DA PONTE DA TORRE,GRAÇAS,,,COLISÃO FRONTAL,2,0,0,0,0,0,0,0,0,4,0,,,,,,,,,,,,,
2023-02-27,segunda-feira ,07:39:00,COM VÍTIMA,AREIAS,AVENIDA,AVENIDA DR JOSE RUFINO,,,EM FRENTE A CRECHE MUNICIPAL TANCREDO NEVES E AO CONDOMINIO MORADA DO BARRO,AREIAS,,,COLISÃO FRONTAL,4,1,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,
2023-02-27,segunda-feira ,08:31:00,COM VÍTIMA,AFOGADOS,RUA,RUA SAO MIGUEL,,,PROX. A MATERNIDADE BANDEIRA FILHO,AFOGADOS,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-02-27,segunda-feira ,08:41:00,SEM VÍTIMA,CASA AMARELA,RUA,RUA BELA VISTA,,,PRÓXIMO AO REI DA PICANHA,CASA AMARELA,,SUBURBIO,COLISÃO TRANSVERSAL,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
2023-02-27,segunda-feira ,08:49:00,SEM VÍTIMA,SAO JOSE,AVENIDA,AVENIDA ENGENHEIRO JOSE ESTELITA,,,,SÃO JOSÉ,,SUBURBIO,COLISÃO TRASEIRA,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-02-27,segunda-feira ,08:53:00,SEM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA CRUZ CABUGA,,,LADO OPOSTO AO Nº 304,SANTO AMARO,,CIDADE,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-02-27,segunda-feira ,10:56:00,SEM VÍTIMA,TORRE,RUA,RUA JOSE OSORIO,RUA,RUA JOAQUIM NABUCO,EM CIMA DA PONTE DA CAPUNGA,TORRE,,,COLISÃO TRASEIRA,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-02-27,segunda-feira ,01:52:00,COM VÍTIMA,JARDIM SAO PAULO,AVENIDA,AVENIDA SAO PAULO,,,BRAGA BURGUE,JARDIM SÃO PAULO,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-02-27,segunda-feira ,02:16:00,COM VÍTIMA,DOIS UNIDOS,AVENIDA,AVENIDA HILDEBRANDO DE VASCONCELOS,,,PROXIMO A SUBESTAÇÃO DA CELPE E AO ANTIGO CT DO SANTA CRUZ,DOIS UNIDOS,,SUBURBIO,COLISÃO LATERAL,0,2,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-02-27,segunda-feira ,03:57:00,SEM VÍTIMA,GRACAS,AVENIDA,AVENIDA RUI BARBOSA,,,PRAÇA DO ENTROCAMENTO,GRAÇAS,,,COLISÃO LATERAL,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
2023-02-27,segunda-feira ,04:21:00,COM VÍTIMA,IMBIRIBEIRA,RUA,RUA ITAJAI,,,POR TRAS DO BANCO DO BRASIL,IMBIRIBEIRA,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-02-27,segunda-feira ,05:18:00,COM VÍTIMA,IMBIRIBEIRA,AVENIDA,AVENIDA MARECHAL MASCARENHAS DE MORAES,,,EM FRENTE A LOJA DM PEÇAS E SERVIÇOS,IMBIRIBEIRA,,,COLISÃO TRASEIRA,1,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,
2023-02-27,segunda-feira ,05:36:00,COM VÍTIMA,ENCRUZILHADA,AVENIDA,AVENIDA NORTE MIGUEL ARRAES DE ALENCAR,,,EM FRENTE A RENAULT,ENCRUZILHADA,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-02-27,segunda-feira ,05:53:00,COM VÍTIMA,PINA,AVENIDA,AVENIDA ANTONIO DE GOES,RUA,RUA MANOEL DE BRITO,COM A RUA MANOEL DE BRITO NA SAÍDA DO TÚNEL JOSUÉ DE CASTRO, PISTA DA DIREITA.,PINA,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,
2023-02-27,segunda-feira ,06:48:00,SEM VÍTIMA,ARRUDA,RUA,RUA COUTO MAGALHAES,,,COLEGIO AO FAZER CRESCER,ARRUDA,,,COLISÃO FRONTAL,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-02-27,segunda-feira ,07:53:00,COM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA NORTE MIGUEL ARRAES DE ALENCAR,,,OPOSTO À CHEVROLET, PRÓX. À PRAÇA DA PICANHA,SANTO AMARO,,,ATROPELAMENTO DE PESSOA,0,0,0,0,2,1,0,0,0,2,0,,,,,,,,,,,,
2023-02-27,segunda-feira ,08:24:00,SEM VÍTIMA,SANTO ANTONIO,AVENIDA,AVENIDA DANTAS BARRETO,,,COMERCIAL ROQUE,SANTO ANTÔNIO,,SUBURBIO,COLISÃO LATERAL,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,
2023-02-27,segunda-feira ,10:32:00,COM VÍTIMA,GRACAS,RUA,RUA CARDEAL ARCOVERDE,,,PRÓX. AO RESTAURANTE ILHA DA COSTA,GRAÇAS,,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-02-28,terça-feira ,08:07:00,COM VÍTIMA,SANTO ANTONIO,PRC,PRC DA REPUBLICA,,,AO LADO DO TEATRO SANTA IZABEL,SANTO ANTÔNIO,,,COLISÃO COM CICLISTA,1,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-02-28,terça-feira ,10:11:00,COM VÍTIMA,ESPINHEIRO,RUA,RUA BARAO DE ITAMARACA,,,AO LADO DA HAPICLÍNICA BARÃO DE ITAMARACÁ,ESPINHEIRO,,CIDADE,ATROPELAMENTO DE PESSOA,0,1,0,0,1,0,0,0,0,2,0,,,,,,,,,,,,,
2023-02-28,terça-feira ,11:19:00,SEM VÍTIMA,IMBIRIBEIRA,AVENIDA,AVENIDA MARECHAL MASCARENHAS DE MORAES,,,ESQUINA COM A JACAUNA MÓVEIS,IMBIRIBEIRA,,SUBURBIO,COLISÃO TRANSVERSAL,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
2023-02-28,terça-feira ,01:56:00,COM VÍTIMA,IMBIRIBEIRA,AVENIDA,AVENIDA MARECHAL MASCARENHAS DE MORAES,,,PROX A ENTREDA A JORDÃO / EM FRENTE A LOJA FERRO MAIS,IMBIRIBEIRA,,CIDADE,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-02-28,terça-feira ,03:20:00,COM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA CRUZ CABUGA,,,,SANTO AMARO,,CIDADE,COLISÃO COM CICLISTA,1,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-02-28,terça-feira ,04:16:00,SEM VÍTIMA,BOA VISTA,RUA,RUA JOAO FERNANDES VIEIRA,,,EM FRENTE AO VERD FRUT,BOA VISTA,173,SUBURBIO,,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
2023-02-28,terça-feira ,05:53:00,COM VÍTIMA,BEBERIBE,AVENIDA,AVENIDA BEBERIBE,,,EM FRENTE AO BUTECO PARRILLA,BEBERIBE,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-02-28,terça-feira ,07:15:00,COM VÍTIMA,IMBIRIBEIRA,AVENIDA,AVENIDA MARECHAL MASCARENHAS DE MORAES,AVENIDA,AVENIDA GENERAL MAC ARTHUR,EM FRENTE AO BANCO ITAÚ,IMBIRIBEIRA,225,,COLISÃO LATERAL,0,1,0,0,0,0,1,0,0,2,0,,,,,,,,,,,,,
2023-02-28,terça-feira ,10:59:00,COM VÍTIMA,BOA VIAGEM,RUA,RUA BARAO DE SOUZA LEAO,,,PRACINHA DE BOA VIAGEM,BOA VIAGEM,,,COLISÃO FRONTAL,0,2,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-03-01,quarta-feira ,01:34:00,COM VÍTIMA,TORRE,RUA,RUA JOSE BONIFACIO,,,PRÓXIMO AO CARREFOUR,TORRE,487,SUBURBIO,COLISÃO FRONTAL,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-01,quarta-feira ,01:58:00,SEM VÍTIMA,BOA VIAGEM,RUA,RUA RIBEIRO DE BRITO,RUA,RUA DOS NAVEGANTES,AO LADO DO Nº 972,BOA VIAGEM,,,,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
2023-03-01,quarta-feira ,09:38:00,COM VÍTIMA,IMBIRIBEIRA,RUA,RUA JOAQUIM BANDEIRA,RUA,RUA JACI,PROX A LOJA MITSUBISHI,IMBIRIBEIRA,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-01,quarta-feira ,12:27:00,COM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA MARIO MELO,,,AO LADO RM EXPRESS,SANTO AMARO,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-01,quarta-feira ,01:35:00,SEM VÍTIMA,SANTO AMARO,RUA,RUA ALVARES DE AZEVEDO,RUA,RUA GOUVEIA DE BARROS,CENTRO EDUCACIONAL ULISSES PERNAMBUCANO,SANTO AMARO,93,CIDADE,,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-03-01,quarta-feira ,04:46:00,COM VÍTIMA,BOA VIAGEM,RUA,RUA COSMORAMA,,,PROX A GARAGEM DA BORBOREMA,BOA VIAGEM,,,COLISÃO COM CICLISTA,0,0,0,1,0,1,0,0,0,1,0,,,,,,,,,,,,,
2023-03-01,quarta-feira ,05:19:00,COM VÍTIMA,ILHA DO LEITE,RUA,RUA FRANCISCO ALVES,,,EM FRENTE AO HOPE,ILHA DO LEITE,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-01,quarta-feira ,08:51:00,COM VÍTIMA,ESTANCIA,AVENIDA,AVENIDA RECIFE,,,PRÓX. AO HOTEL ESTORIL,ESTÂNCIA,,,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-01,quarta-feira ,11:27:00,COM VÍTIMA,JARDIM SAO PAULO,AVENIDA,AVENIDA SAO PAULO,,,PRÓX. AO MERCADINHO RENDE MAIS,JARDIM SÃO PAULO,,,COLISÃO TRANSVERSAL,0,1,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,
2023-03-02,quinta-feira ,06:45:00,COM VÍTIMA,JAQUEIRA,AVENIDA,AVENIDA RUI BARBOSA,RUA,RUA MUNIZ TAVARES,PROX. AO HOSPITAL MARIA LUCINDA,JAQUEIRA,460,,COLISÃO COM CICLISTA,1,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-02,quinta-feira ,08:34:00,COM VÍTIMA,COHAB,AVENIDA,AVENIDA SERRA DA MANTIQUEIRA,,,APÓS A ASSEMBLEIA DE DEUS / PRÓX. AO SOCIETY PERNA DE PAU,COHAB,,,COLISÃO FRONTAL,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,
2023-03-02,quinta-feira ,08:54:00,COM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA ENGENHEIRO DOMINGOS FERREIRA,,,POSTO IPIRANGA / RECIFE TRADE CENTER,BOA VIAGEM,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-02,quinta-feira ,10:07:00,COM VÍTIMA,BAIRRO DO RECIFE,RUA,RUA DO BOM JESUS,,,COOPERATIVA ALIANÇA,BAIRRO DO RECIFE,,,TOMBAMENTO,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-02,quinta-feira ,10:26:00,COM VÍTIMA,DOIS UNIDOS,AVENIDA,AVENIDA HILDEBRANDO DE VASCONCELOS,,,PRÓX. À TOP FITNESS ACADEMIA,DOIS UNIDOS,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-03-02,quinta-feira ,10:47:00,SEM VÍTIMA,VASCO DA GAMA,RUA,RUA ALTO DO EUCALIPTO,RUA,RUA VASCO DA GAMA,PRÓX A BARRACA DE SEU AUCIDES E AO SUPERMERCADO RENDE MAIS.,VASCO DA GAMA,,,COLISÃO LATERAL,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
2023-03-02,quinta-feira ,11:47:00,SEM VÍTIMA,ESTANCIA,AVENIDA,AVENIDA RECIFE,AVENIDA,AVENIDA JOAO CABRAL DE MELO NETO,EM FRENTE AO CERPE,ESTÂNCIA,259,CIDADE,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-03-02,quinta-feira ,03:43:00,COM VÍTIMA,DERBY,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,RUA,RUA JOAQUIM NABUCO,AO LADO DO HOSPITAL RESTAURAÇÃO,DERBY,,,ATROPELAMENTO DE PESSOA,0,1,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-02,quinta-feira ,02:10:00,SEM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA CONSELHEIRO AGUIAR,,,EM FRENTE A BIO MUNDO PRODUSTOS NATURAIS,BOA VIAGEM,,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-03-02,quinta-feira ,02:20:00,COM VÍTIMA,BOA VIAGEM,RUA,RUA SA E SOUZA,,,ENFRENTE A DROGASIL,BOA VIAGEM,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-02,quinta-feira ,09:41:00,SEM VÍTIMA,SAN MARTIN,AVENIDA,AVENIDA GENERAL SAN MARTIN,,,EM FRENTE AO QUARTEL DO REGIMENTO DE CAVALARIA DIAS CARDOSO,SAN MARTIN,,,CHOQUE,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,
2023-03-02,quinta-feira ,11:34:00,COM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA DR JAYME DA FONTE,,,EM FRENTE A ASSEMBLÉIA DE DEUS,SANTO AMARO,,,ATROPELAMENTO DE PESSOA,0,1,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-03,sexta-feira ,03:22:00,COM VÍTIMA,GRACAS,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,RUA,RUA DR BANDEIRA FILHO,MC DONALDS,GRAÇAS,,,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-03,sexta-feira ,07:11:00,COM VÍTIMA,DOIS IRMAOS,RUA,RUA MANUEL DE MEDEIROS,,,EM FRENTE A UFRPE E A COMPESA,DOIS IRMÃOS,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-03-03,sexta-feira ,07:49:00,COM VÍTIMA,JARDIM SAO PAULO,RUA,RUA LEANDRO BARRETO,,,ANTIGA ESCOLA MONTE LIBANO,JARDIM SÃO PAULO,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-03,sexta-feira ,12:33:00,COM VÍTIMA,CAXANGA,AVENIDA,AVENIDA AFONSO OLINDENSE,,,ENFRENTE AO POSTO DE GASOLINA,CAXANGÁ,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-03,sexta-feira ,01:34:00,COM VÍTIMA,IMBIRIBEIRA,RUA,RUA IZABEL DE SOUZA,,,PROX AO BANCO ITAU,IMBIRIBEIRA,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-03,sexta-feira ,03:16:00,COM VÍTIMA,AFOGADOS,RUA,RUA VINTE E UM DE ABRIL,RUA,RUA JOSE MIRANDA,PROX A TABACARIA 21 DE ABRIL,AFOGADOS,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-03,sexta-feira ,03:36:00,COM VÍTIMA,ZUMBI,RUA,RUA FREI TEOFILO DE VIRGOLETTA,RUA,RUA DR CARLOS ALVES,EM FRENTE AO Nº 346,ZUMBI,,SUBURBIO,,2,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-04,sábado ,02:19:00,COM VÍTIMA,CAMPO GRANDE,RUA,RUA JERONIMO VILELA,,,DEPOIS DO BAR DO ZÉ,CAMPO GRANDE,,,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-03-04,sábado ,04:04:00,COM VÍTIMA,BARRO,AVENIDA,AVENIDA DR JOSE RUFINO,,,EM CIMA DO VIADUTO DO BARRO,BARRO,,,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-04,sábado ,09:01:00,COM VÍTIMA,PINA,AVENIDA,AVENIDA REPUBLICA DO LIBANO,,,,PINA,,,COLISÃO TRASEIRA,3,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-04,sábado ,12:45:00,COM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA CRUZ CABUGA,RUA,RUA FREI CASSIMIRO,PROX AO PREDIO DA CASA DA INDUSTRIA,SANTO AMARO,,,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-03-04,sábado ,01:21:00,COM VÍTIMA,CAMPO GRANDE,EST,EST DE BELEM,,,PROXIMO AO POSTO PETRONAK,CAMPO GRANDE,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-04,sábado ,05:40:00,SEM VÍTIMA,ALTO DO MANDU,RUA,RUA DA SUCUPIRA,,,BAR AMARELINHO,ALTO DO MANDU,,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-03-04,sábado ,08:30:00,COM VÍTIMA,JOANA BEZERRA,AVENIDA,AVENIDA BEIRA RIO,,,EM FRENTE AO CAMPO,JOANA BEZERRA,,,ATROPELAMENTO DE ANIMAL,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-04,sábado ,10:19:00,COM VÍTIMA,BOA VIAGEM,RUA,RUA BARAO DE SOUZA LEAO,,,EM FRENTE AO BANCO DO BRASIL,BOA VIAGEM,,,,0,1,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-05,domingo ,01:52:00,COM VÍTIMA,ESTANCIA,AVENIDA,AVENIDA DR JOSE RUFINO,,,ENTRADA DE JARDIM UCHOA,ESTÂNCIA,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-05,domingo ,04:15:00,COM VÍTIMA,PAISSANDU,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,,,EM FRENTE AO HOSPITAL PORTUGUÊS,PAISSANDU,,,ATROPELAMENTO DE PESSOA,1,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-06,segunda-feira ,12:42:00,SEM VÍTIMA,BOA VIAGEM,RUA,RUA JOAO CARDOSO AIRES,,,COM A RUA SÁ E SOUZA,BOA VIAGEM,,,CHOQUE,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-03-06,segunda-feira ,10:06:00,COM VÍTIMA,BEBERIBE,AVENIDA,AVENIDA BEBERIBE,,,APOS BEBERIBE MOTO PEÇAS,BEBERIBE,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-06,segunda-feira ,04:35:00,COM VÍTIMA,SAO JOSE,RUA,RUA PRIMEIRO DE MARCO,,,NA ENTRADA DA PONTO QUE DÁ ACESSO AO MARCO ZERO,SÃO JOSÉ,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-06,segunda-feira ,04:48:00,COM VÍTIMA,TAMARINEIRA,RUA,RUA CONEGO BARATA,AVENIDA,AVENIDA NORTE MIGUEL ARRAES DE ALENCAR,AV. NORTE MIGUEL ARRAES DE ALENCAR,TAMARINEIRA,62,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-06,segunda-feira ,07:52:00,COM VÍTIMA,CAMPO GRANDE,RUA,RUA FRANKLIN TAVORA,,,APÓS A PADARIA SANTO ANTONIO, PRIMEIRO SEMÁFORO A DIREITA,CAMPO GRANDE,,,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,
2023-03-07,terça-feira ,07:09:00,COM VÍTIMA,VARZEA,RUA,RUA MARECHAL MANOEL LUIS OSORIO,,,PRÓX. AO HAPVIDA,VÁRZEA,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-07,terça-feira ,01:49:00,COM VÍTIMA,IPSEP,RUA,RUA BLUMENAU,RUA,RUA SAO COSME E DAMIAO,PROX A FARMACIA SANTA LUZIA,IPSEP,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-07,terça-feira ,03:03:00,COM VÍTIMA,IPSEP,RUA,RUA JEAN EMILE FAVRE,,,EM FRENTE AO RESTURANTE KI SABOR,IPSEP,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-03-07,terça-feira ,03:53:00,COM VÍTIMA,BOA VISTA,RUA,RUA DOM BOSCO,AVENIDA,AVENIDA GOVERNADOR CARLOS DE LIMA CAVALCANTI,PROX AO SEMÁFORO 027,BOA VISTA,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-07,terça-feira ,08:43:00,COM VÍTIMA,SAO JOSE,AVENIDA,AVENIDA DANTAS BARRETO,,,COM A RUA SÃO JOÃO,SÃO JOSÉ,54,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-08,quarta-feira ,07:12:00,COM VÍTIMA,TORRE,RUA,RUA REAL DA TORRE,RUA,RUA VISCONDE DE ITAPARICA,EM FRENTE A ESCOLA DESPERTAR,TORRE,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-08,quarta-feira ,08:02:00,COM VÍTIMA,IBURA,RUA,RUA DR OTAVIO DE MORAES VASCONCELOS,RUA,RUA VALE DO ITAJAI,EM FRENTE AO BRASIL GÁS,IBURA,,,QUEDA,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-03-08,quarta-feira ,08:45:00,SEM VÍTIMA,BAIRRO DO RECIFE,AVENIDA,AVENIDA MILITAR,,,POSTE Nº B 018848,BAIRRO DO RECIFE,,CIDADE,CHOQUE,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-03-08,quarta-feira ,10:13:00,COM VÍTIMA,MADALENA,RUA,RUA JOSE OSORIO,,,EM FRENTE A LOJA DE CARRO TEXEIRA PRIME,MADALENA,,SUBURBIO,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
