data,dia_semana,hora,natureza_acidente,bairro,logradouro_endereco,endereco,logradouro_detalhe_endereço,detalhe_endereco_acidente,tipo,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via
2020-02-12,quarta-feira ,08:12:00,COM VÍTIMA,SANTO ANTONIO,AVENIDA,AVENIDA MARTINS DE BARROS,PTE,PTE CONDE MAURICIO DE NASSAU,ATROPELAMENTO,,,,,1,1,,,,1,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,30 km/h
2020-02-12,quarta-feira ,08:55:00,SEM VÍTIMA,BOA VIAGEM,RUA,RUA MINISTRO NELSON HUNGRIA,RUA,RUA PROFESSOR JOSE BRANDAO,COLISÃO,2,,,,,,,,,0,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Placas Pare,
2020-02-12,quarta-feira ,09:03:00,SEM VÍTIMA,DERBY,RUA,RUA GUILHERME PINTO,RUA,RUA MANOEL CAETANO,COLISÃO,2,,,,,,,,,0,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,20 km/h
2020-02-12,quarta-feira ,09:03:00,SEM VÍTIMA,BOA VISTA,RUA,RUA BARAO DE SAO BORJA,RUA,RUA JOSE DE ALENCAR,COLISÃO,1,,,,,,1,,,0,,Cruzamento,Chuvoso,Não existe,Incompleta,Molhada,Perfeito estado,Não existe,R-4b,
2020-02-12,quarta-feira ,09:16:00,SEM VÍTIMA,MACAXEIRA,AVENIDA,AVENIDA NORTE,,,COLISÃO,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,
2020-02-12,quarta-feira ,09:21:00,SEM VÍTIMA,IMBIRIBEIRA,AVENIDA,AVENIDA MARECHAL MASCARENHAS DE MORAES,,,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-02-12,quarta-feira ,09:36:00,SEM VÍTIMA,CASA FORTE,EST,EST REAL DO POCO,,,COLISÃO,2,,,,,,,,,0,,Esquina,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,40 km/h
2020-02-12,quarta-feira ,09:37:00,SEM VÍTIMA,CAXANGA,AVENIDA,AVENIDA JOAQUIM RIBEIRO,,,ENGAVETAMENTO,3,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-02-12,quarta-feira ,09:47:00,SEM VÍTIMA,CASA FORTE,EST,EST DO ENCANAMENTO,RUA,RUA IRMA LUCIA,COLISÃO,1,1,,,,,,,,0,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Placas Pare,
2020-02-12,quarta-feira ,11:33:00,SEM VÍTIMA,BOA VISTA,RUA,RUA JOSE DE ALENCAR,RUA,RUA BARAO DE SAO BORJA,COLISÃO,2,,,,,,,,,0,,Cruzamento,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,R-4b,
2020-02-12,quarta-feira ,11:33:00,SEM VÍTIMA,GRACAS,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,,,COLISÃO,1,,,,,,1,,,0,,Esquina,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,60 km/h
2020-02-12,quarta-feira ,11:44:00,SEM VÍTIMA,PINA,AVENIDA,AVENIDA HERCULANO BANDEIRA,RUA,RUA SAO LUIZ,COLISÃO,1,,,,,1,,,,0,,Cruzamento,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Outras,30 km/h
2020-02-12,quarta-feira ,12:37:00,SEM VÍTIMA,CORDEIRO,AVENIDA,AVENIDA ENGENHEIRO ABDIAS DE CARVALHO,,,COLISÃO,1,1,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Outras,60 km/h
2020-02-12,quarta-feira ,12:59:00,SEM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA NORTE,RUA,RUA DA AURORA,COLISÃO,,2,,,,1,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-02-12,quarta-feira ,13:14:00,COM VÍTIMA,ENGENHO DO MEIO,RUA,RUA FRANCISCO BEZERRA MONTEIRO,RUA,RUA ANTONIO DA SILVA,COLISÃO FRONTAL,1,1,,,,,,,,1,,Cruzamento,Bom,Não existe,Não existente,Seca,Mal conservada,Não existe,Não há placas,
2020-02-12,quarta-feira ,13:37:00,SEM VÍTIMA,JORDAO,AVENIDA,AVENIDA MARIA IRENE,,,COLISÃO,1,,,,,,1,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-02-12,quarta-feira ,14:02:00,SEM VÍTIMA,BOA VISTA,AVENIDA,AVENIDA GUARARAPES,AV,AV GUARARAPES,COLISÃO,2,,,,,,,,,0,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-02-12,quarta-feira ,14:25:00,SEM VÍTIMA,MADALENA,AVENIDA,AVENIDA BEIRA RIO,AV,AV BEIRA RIO,COLISÃO,2,,,,,,,,,0,,Ponte,Bom,Sem defeito,Perfeito estado,Seca,,Agente,Não há placas,
2020-02-12,quarta-feira ,14:30:00,SEM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA ENGENHEIRO DOMINGOS FERREIRA,RUA,RUA PEREIRA DA COSTA,COLISÃO,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Não há placas,60 km/h
2020-02-12,quarta-feira ,14:53:00,SEM VÍTIMA,DERBY,PTE,PTE DELMIRO GOUVEIA,AV,AV GOVERNADOR AGAMENON MAGALHAES,COLISÃO,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Outras,60 km/h
2020-02-12,quarta-feira ,15:01:00,SEM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA CRUZ CABUGA,,,COLISÃO,1,,,,,1,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-02-12,quarta-feira ,15:07:00,SEM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA NORTE,,,COLISÃO,1,,,,,1,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,
2020-02-12,quarta-feira ,15:08:00,SEM VÍTIMA,BOA VISTA,RUA,RUA TABIRA,AV,AV GOVERNADOR AGAMENON MAGALHAES,COLISÃO,2,,,,,,,,,0,,Esquina,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,
2020-02-12,quarta-feira ,15:33:00,SEM VÍTIMA,BAIRRO DO RECIFE,AVENIDA,AVENIDA ALFREDO LISBOA,,,COLISÃO,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,,60 km/h
2020-02-12,quarta-feira ,15:37:00,SEM VÍTIMA,DERBY,RUA,RUA JENER DE SOUZA,RUA,RUA DA BAIXA VERDE,COLISÃO,1,,,,,1,,,,0,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,
2020-02-12,quarta-feira ,15:39:00,SEM VÍTIMA,ESPINHEIRO,RUA,RUA BARAO DE ITAMARACA,,,COLISÃO,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,
2020-02-12,quarta-feira ,16:01:00,COM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA CONSELHEIRO AGUIAR,,,COLISÃO COM CICLISTA,1,,,1,,,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,
2020-02-12,quarta-feira ,16:07:00,COM VÍTIMA,ILHA DO LEITE,RUA,RUA PREFEITO JORGE MARTINS,,,COLISÃO TRASEIRA,1,1,,,,,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,,
2020-02-12,quarta-feira ,16:35:00,SEM VÍTIMA,SANTO AMARO,RUA,RUA DO HOSPICIO,,,COLISÃO,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Não há placas,
2020-02-12,quarta-feira ,16:40:00,SEM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA CRUZ CABUGA,RUA,RUA MORAES DE INHAMA,COLISÃO,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,
