data,dia_semana,hora,natureza_acidente,bairro,logradouro_endereco,endereco,logradouro_detalhe_endereço,detalhe_endereco_acidente,tipo,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via
2020-02-18,terça-feira ,17:22:00,SEM VÍTIMA,ILHA DO LEITE,RUA,RUA GENERAL JOAQUIM INACIO,RUA,RUA ESTADO DE ISRAEL,COLISÃO,3,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-4b,
2020-02-18,terça-feira ,17:44:00,COM VÍTIMA,PINA,AVENIDA,AVENIDA ENGENHEIRO DOMINGOS FERREIRA,,,COLISÃO TRASEIRA,1,1,,,,,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,
2020-02-18,terça-feira ,17:49:00,SEM VÍTIMA,JORDAO,AVENIDA,AVENIDA MARIA IRENE,,,COLISÃO,2,,,,,,,,,0,,Outros,Bom,Não existe,Não existente,Seca,Mal conservada,Não existe,Não há placas,60 km/h
2020-02-18,terça-feira ,18:54:00,COM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,AV,AV DR JAYME DA FONTE,COLISÃO TRASEIRA,1,1,,,,,,,,1,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,
2020-02-18,terça-feira ,19:23:00,SEM VÍTIMA,AFOGADOS,RUA,RUA IMPERIAL,,,COLISÃO,3,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Outros,Outras,
2020-02-18,terça-feira ,19:33:00,SEM VÍTIMA,JOANA BEZERRA,AVENIDA,AVENIDA MARTIN LUTHER KING,,,COLISÃO,1,,,,,1,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-02-18,terça-feira ,19:37:00,SEM VÍTIMA,ILHA DO LEITE,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,RUA,RUA DR JOAO ASFORA,COLISÃO,1,,,,,,1,,,0,,Esquina,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,
2020-02-18,terça-feira ,19:58:00,SEM VÍTIMA,CASA AMARELA,RUA,RUA XAVANTES,RUA,RUA OSCAR DE BARROS,COLISÃO,2,,,,,,,,,0,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Placas Pare,
2020-02-18,terça-feira ,22:00:00,SEM VÍTIMA,IMBIRIBEIRA,RUA,RUA OLIVIA MENELAU,AV,AV MARECHAL MASCARENHAS DE MORAES,COLISÃO,3,,,,,,,,,0,,Longo da via,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Outras,
2020-02-18,terça-feira ,23:24:00,SEM VÍTIMA,AFOGADOS,RUA,RUA SANTA EDWIRGES,RUA,RUA PADRE TEOFILO TWORZ,COLISÃO,2,,,,,,,,,0,,Cruzamento,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Placas Pare,
2020-02-19,quarta-feira ,06:25:00,COM VÍTIMA,ESPINHEIRO,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,RUA,RUA BUENOS AYRES,COLISÃO TRASEIRA,,2,,,,,,,,2,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,60 km/h
2020-02-19,quarta-feira ,08:29:00,COM VÍTIMA,BOA VIAGEM,RUA,RUA MARQUES DE VALENCA,RUA,RUA JOAO DIAS MARTINS,ABALROAMENTO TRANSVERSAL,1,1,,,,,,,,1,,Cruzamento,Bom,Não existe,Incompleta,Seca,Perfeito estado,,R-4a,
2020-02-19,quarta-feira ,08:32:00,COM VÍTIMA,MADALENA,AVENIDA,AVENIDA VISCONDE DE ALBUQUERQUE,RUA,RUA LOPES DE CARVALHO,ABALROAMENTO LONGITUDINAL,1,1,,,,,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,
2020-02-19,quarta-feira ,08:49:00,SEM VÍTIMA,BOA VIAGEM,RUA,RUA JACK AYRES,RUA,RUA PROFESSOR JULIO FERREIRA DE MELO,COLISÃO,2,,,,,,,,,0,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Placas Pare,20 km/h
2020-02-19,quarta-feira ,09:19:00,SEM VÍTIMA,BARRO,RUA,RUA PADRE DIOGO RODRIGUES,,,COLISÃO,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,
2020-02-19,quarta-feira ,09:20:00,SEM VÍTIMA,BOA VIAGEM,RUA,RUA TOME GIBSON,RUA,RUA TOME GIBSON,COLISÃO,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,
2020-02-17,segunda-feira ,09:23:00,SEM VÍTIMA,MANGABEIRA,AVENIDA,AVENIDA PROFESSOR JOSE DOS ANJOS,,,COLISÃO TRASEIRA,1,1,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,
2020-02-19,quarta-feira ,09:48:00,SEM VÍTIMA,DERBY,RUA,RUA GUILHERME PINTO,,,COLISÃO,1,,,,,1,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,
2020-02-19,quarta-feira ,10:46:00,SEM VÍTIMA,CASA AMARELA,AVENIDA,AVENIDA NORTE,,,COLISÃO,,,,,,1,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,
2020-02-19,quarta-feira ,11:02:00,SEM VÍTIMA,BOA VISTA,RUA,RUA DO PROGRESSO,,,COLISÃO,,,,,,,1,,1,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,40 km/h
2020-02-19,quarta-feira ,11:29:00,SEM VÍTIMA,SAN MARTIN,AVENIDA,AVENIDA ENGENHEIRO ABDIAS DE CARVALHO,AV,AV GENERAL SAN MARTIN,COLISÃO,1,1,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Outras,
2020-02-19,quarta-feira ,11:57:00,COM VÍTIMA,MORRO DA CONCEICAO,COR,COR DO BARTOLOMEU,,,ABALROAMENTO TRANSVERSAL,,2,,,,,,,,2,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,
2020-02-19,quarta-feira ,12:04:00,SEM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA ANTONIO DE GOES,,,COLISÃO,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Outras,
2020-02-19,quarta-feira ,13:48:00,SEM VÍTIMA,BOA VISTA,RUA,RUA DOM BOSCO,,,COLISÃO,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Outras,
2020-02-19,quarta-feira ,13:50:00,SEM VÍTIMA,VARZEA,RUA,RUA FRANCISCO LACERDA,RUA,RUA FRANCISCO LACERDA,COLISÃO,2,,,,,,,,,0,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,
2020-02-19,quarta-feira ,14:59:00,SEM VÍTIMA,PINA,AVENIDA,AVENIDA ANTONIO DE GOES,,,COLISÃO,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,60 km/h
2020-02-19,quarta-feira ,15:41:00,SEM VÍTIMA,BOA VISTA,RUA,RUA DAS FRONTEIRAS,,,COLISÃO,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Outras,
2020-02-19,quarta-feira ,17:04:00,SEM VÍTIMA,BONGI,AVENIDA,AVENIDA CONSUL VILARES FRAGOSO,,,COLISÃO,1,1,,,,,,,,0,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Mal conservada,Não existe,R-6a,30 km/h
2020-02-19,quarta-feira ,17:06:00,SEM VÍTIMA,PINA,AVENIDA,AVENIDA ANTONIO DE GOES,,,COLISÃO,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Placas Pare,40 km/h
2020-02-19,quarta-feira ,17:14:00,SEM VÍTIMA,VARZEA,RUA,RUA GENERAL POLIDORO,,,COLISÃO,1,,,,,,1,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,
2020-02-19,quarta-feira ,17:28:00,SEM VÍTIMA,CASA AMARELA,RUA,RUA DA HARMONIA,,,COLISÃO,1,,,,,1,,,,0,,Esquina,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Outras,
2020-02-19,quarta-feira ,17:40:00,SEM VÍTIMA,BOA VISTA,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,,,COLISÃO,2,,,,,,,,,0,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,60 km/h
2020-02-19,quarta-feira ,18:15:00,SEM VÍTIMA,PINA,AVENIDA,AVENIDA ANTONIO DE GOES,RUA,RUA MIRANDA FALCAO,COLISÃO,1,1,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Placas Pare,60 km/h
2020-02-19,quarta-feira ,18:33:00,SEM VÍTIMA,TAMARINEIRA,RUA,RUA CONEGO BARATA,,,COLISÃO,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,
2020-02-19,quarta-feira ,18:42:00,COM VÍTIMA,PINA,AVENIDA,AVENIDA ENGENHEIRO DOMINGOS FERREIRA,RUA,RUA PEREIRA DA COSTA,COLISÃO TRASEIRA,1,1,,,,,,,,1,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,
2020-02-19,quarta-feira ,18:59:00,COM VÍTIMA,IPSEP,RUA,RUA HELIO BRANDAO,RUA,RUA SAO NICOLAU,COLISÃO,,1,,,,,1,,,1,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,
2020-02-19,quarta-feira ,19:28:00,SEM VÍTIMA,TAMARINEIRA,RUA,RUA CONEGO BARATA,,,COLISÃO,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Outras,
2020-02-19,quarta-feira ,19:52:00,SEM VÍTIMA,BOA VISTA,RUA,RUA DO HOSPICIO,,,COLISÃO,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,40 km/h
2020-02-19,quarta-feira ,20:13:00,SEM VÍTIMA,PAISSANDU,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,RUA,RUA PAISSANDU,COLISÃO,2,,,,,,,,,0,,Longo da via,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Outras,60 km/h
2020-02-19,quarta-feira ,20:13:00,SEM VÍTIMA,SANTO ANTONIO,AVENIDA,AVENIDA MARTINS DE BARROS,,,COLISÃO,1,,,,,1,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,
2020-02-19,quarta-feira ,20:41:00,SEM VÍTIMA,ENCRUZILHADA,RUA,RUA DONA ELVIRA,RUA,RUA DONA ELVIRA,COLISÃO,2,,,,,,,,,0,,Cruzamento,Bom,Não existe,Ilegível,Seca,Mal iluminada,Não existe,Placas Pare,
2020-02-19,quarta-feira ,21:41:00,SEM VÍTIMA,CASA FORTE,AVENIDA,AVENIDA DEZESSETE DE AGOSTO,,,COLISÃO,2,1,,,,,,,,0,,Longo da via,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,R-6a,
2020-02-20,quinta-feira ,06:36:00,SEM VÍTIMA,TAMARINEIRA,EST,EST VELHA DE AGUA FRIA,EST,EST VELHA DE AGUA FRIA,COLISÃO,2,,,,,,,,,0,,Cruzamento,Chuvoso,Desligado,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Não há placas,
2020-02-20,quinta-feira ,07:35:00,SEM VÍTIMA,ILHA DO LEITE,RUA,RUA ANTONIO GOMES DE FREITAS,PRC,PRC MIGUEL DE CERVANTES,COLISÃO,2,,,,,,,,,0,,Cruzamento,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Placas Pare,
2020-02-20,quinta-feira ,07:51:00,COM VÍTIMA,IMBIRIBEIRA,AVENIDA,AVENIDA MARECHAL MASCARENHAS DE MORAES,,,COLISÃO COM CICLISTA,,1,,1,,,,,,2,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,
2020-02-20,quinta-feira ,08:10:00,SEM VÍTIMA,IPUTINGA,RUA,RUA LEAL DE BARROS,,,COLISÃO,2,,,,,,,,,0,,Longo da via,Nublado,Não existe,Não existente,Seca,Outros,Não existe,Não há placas,
2020-02-20,quinta-feira ,08:15:00,SEM VÍTIMA,ILHA DO RETIRO,AVENIDA,AVENIDA BEIRA RIO,,,COLISÃO,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-02-20,quinta-feira ,08:16:00,SEM VÍTIMA,IBURA,RUA,RUA BABILONIA,,,COLISÃO,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,
2020-02-20,quinta-feira ,08:17:00,SEM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA PREFEITO ARTUR LIMA CAVALCANTI,,,COLISÃO,1,,,,,,1,,,0,,Longo da via,Chuvoso,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-02-20,quinta-feira ,08:41:00,COM VÍTIMA,BONGI,RUA,RUA CARLOS GOMES,RUA,RUA PADRE TEOFILO TWORZ,COLISÃO,1,1,,,,,,,,1,,Cruzamento,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Não há placas,
2020-02-20,quinta-feira ,08:42:00,SEM VÍTIMA,IMBIRIBEIRA,AVENIDA,AVENIDA MARECHAL MASCARENHAS DE MORAES,,,COLISÃO,2,,,,,,,,,0,,Longo da via,Nublado,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,30 km/h
2020-02-20,quinta-feira ,08:48:00,SEM VÍTIMA,ENCRUZILHADA,EST,EST DE BELEM,RUA,RUA DOMINGOS BASTOS,COLISÃO,1,,,,,,1,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-02-20,quinta-feira ,08:49:00,COM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,,,COLISÃO TRASEIRA,2,1,,,,,,,,1,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,60 km/h
2020-02-20,quinta-feira ,08:54:00,SEM VÍTIMA,DERBY,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,AV,AV RUI BARBOSA,COLISÃO,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Outras,60 km/h
2020-02-20,quinta-feira ,10:22:00,SEM VÍTIMA,JARDIM SAO PAULO,AVENIDA,AVENIDA RECIFE,AV,AV JOAO CABRAL DE MELO NETO,COLISÃO,3,,,,,,,,,0,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,60 km/h
2020-02-20,quinta-feira ,10:44:00,SEM VÍTIMA,CABANGA,AVENIDA,AVENIDA SATURNINO DE BRITO,,,COLISÃO,1,,,,,,1,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,40 km/h
2020-02-20,quinta-feira ,10:54:00,SEM VÍTIMA,ESTANCIA,AVENIDA,AVENIDA RECIFE,,,COLISÃO,1,,,,,,1,,,0,,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Outras,60 km/h
2020-02-20,quinta-feira ,11:41:00,COM VÍTIMA,MADALENA,RUA,RUA BENFICA,,,COLISÃO TRASEIRA,1,1,,,,,,,,1,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,60 km/h
2020-02-20,quinta-feira ,11:58:00,COM VÍTIMA,TORRE,RUA,RUA REAL DA TORRE,,,ABALROAMENTO LONGITUDINAL,,,,,,1,1,,,1,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,,
2020-02-20,quinta-feira ,12:17:00,SEM VÍTIMA,CAMPO GRANDE,RUA,RUA JERONIMO VILELA,,,COLISÃO,3,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,
2020-02-20,quinta-feira ,12:21:00,SEM VÍTIMA,BOA VISTA,AVENIDA,AVENIDA LINS PETIT,,,COLISÃO,2,,,,,,,,,0,,Longo da via,Chuvoso,Não existe,,Molhada,Perfeito estado,Não existe,Não há placas,
2020-02-20,quinta-feira ,12:37:00,COM VÍTIMA,PINA,PTE,PTE AGAMENON MAGALHAES,,,COLISÃO TRASEIRA,1,1,,,,,,,,1,,Ponte,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,,,60 km/h
2020-02-20,quinta-feira ,13:00:00,COM VÍTIMA,JORDAO,AVENIDA,AVENIDA CENTENARIO ALBERTO SANTOS DUMONT,,,ABALROAMENTO LONGITUDINAL,1,1,,,,,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,
2020-02-20,quinta-feira ,13:06:00,SEM VÍTIMA,BOA VIAGEM,RUA,RUA PROFESSOR MARIO CASTRO,,,COLISÃO,2,,,,,,,,,0,,Longo da via,Chuvoso,Não existe,Incompleta,Molhada,Perfeito estado,Não existe,Outras,
2020-02-20,quinta-feira ,13:09:00,COM VÍTIMA,BOA VISTA,RUA,RUA AURORA,RUA,RUA JOAO LIRA,ABALROAMENTO TRANSVERSAL,1,1,,,,,,,,1,,Esquina,Chuvoso,Não existe,Incompleta,Molhada,Mal conservada,Não existe,Outras,
2020-02-20,quinta-feira ,13:34:00,SEM VÍTIMA,TORRE,PRC,PRC PROFESSOR BARRETO CAMPELLO,,,COLISÃO,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-02-20,quinta-feira ,13:48:00,SEM VÍTIMA,IMBIRIBEIRA,RUA,RUA ARQUITETO LUIZ NUNES,RUA,RUA DEOLINDO TAVARES,COLISÃO,1,,,,,,,,1,0,,Cruzamento,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Não existe,R-6a,40 km/h
2020-02-20,quinta-feira ,13:57:00,SEM VÍTIMA,TEJIPIO,AVENIDA,AVENIDA DR JOSE RUFINO,,,COLISÃO,2,,,,,,,,,0,,Longo da via,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Não existe,Não há placas,
2020-02-20,quinta-feira ,14:04:00,SEM VÍTIMA,PARNAMIRIM,RUA,RUA SEBASTIAO ALVES,,,COLISÃO,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-02-20,quinta-feira ,14:26:00,COM VÍTIMA,AFOGADOS,RUA,RUA SAO MIGUEL,RUA,RUA ALEXANDRE RODRIGUES FERREIRA,ABALROAMENTO TRANSVERSAL,1,1,,,,,,,,1,,Esquina,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Não existe,Não há placas,
2020-02-20,quinta-feira ,14:27:00,SEM VÍTIMA,BOA VIAGEM,RUA,RUA VISCONDE DE JEQUITINHONHA,,,COLISÃO,2,,,,,,,,,0,,Longo da via,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Não existe,Não há placas,60 km/h
2020-02-20,quinta-feira ,14:41:00,SEM VÍTIMA,IMBIRIBEIRA,RUA,RUA CORONEL FABRICIANO,AV,AV MARECHAL MASCARENHAS DE MORAES,COLISÃO,1,,,,,1,,,,0,,Esquina,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Outras,60 km/h
2020-02-20,quinta-feira ,15:13:00,SEM VÍTIMA,JOANA BEZERRA,RUA,RUA AGUA DOCE,,,ATROPELAMENTO ANIMAL,,,,1,,1,,,1,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-02-20,quinta-feira ,15:15:00,SEM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA BOA VIAGEM,,,COLISÃO,1,1,,,,,,,,0,,Longo da via,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Não há placas,60 km/h
2020-02-20,quinta-feira ,15:39:00,SEM VÍTIMA,BOA VIAGEM,RUA,RUA RIBEIRO DE BRITO,RUA,RUA JONATHAS DE VASCONCELOS,COLISÃO,2,,,,,,,,,0,,Cruzamento,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Outros,Outras,60 km/h
2020-02-20,quinta-feira ,15:47:00,COM VÍTIMA,SAN MARTIN,RUA,RUA PROFESSOR SILVIO DA CUNHA SANTOS,RUA,RUA ARSENIO CALACA,ABALROAMENTO TRANSVERSAL,1,1,,,,,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-02-20,quinta-feira ,16:11:00,SEM VÍTIMA,PRADO,RUA,RUA GREGORIO JUNIOR,RUA,RUA GOMES TABORDA,COLISÃO,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-02-20,quinta-feira ,16:22:00,SEM VÍTIMA,SAN MARTIN,RUA,RUA DUARTE FILHO,RUA,RUA COMENDADOR FRANCO FERREIRA,COLISÃO,1,1,,,,,,,,0,,Cruzamento,Chuvoso,Não existe,Ilegível,Seca,Outros,Outros,Placas Pare,30 km/h
2020-02-20,quinta-feira ,16:40:00,SEM VÍTIMA,AFOGADOS,RUA,RUA SAO MIGUEL,,,COLISÃO,1,,,,,,,,1,0,,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,
2020-02-20,quinta-feira ,17:24:00,SEM VÍTIMA,PAISSANDU,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,,,COLISÃO,2,,,,,,,,,0,,Longo da via,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Outros,Outras,50 km/h
2020-02-20,quinta-feira ,17:40:00,SEM VÍTIMA,VASCO DA GAMA,AVENIDA,AVENIDA NORTE,,,COLISÃO,1,,,,,1,,,,0,,Longo da via,Bom,Não existe,,Seca,Perfeito estado,Não existe,R-6a,
2020-02-20,quinta-feira ,18:22:00,SEM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA CONSELHEIRO AGUIAR,RUA,RUA RIBEIRO DE BRITO,COLISÃO,1,1,,,,,,,,0,,Cruzamento,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Agente,Não há placas,60 km/h
2020-02-20,quinta-feira ,18:28:00,SEM VÍTIMA,CORDEIRO,AVENIDA,AVENIDA CAXANGA,,,COLISÃO TRASEIRA,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-02-20,quinta-feira ,18:36:00,SEM VÍTIMA,IPUTINGA,EST,EST DO BARBALHO,AV,AV CAXANGA,COLISÃO,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Não há placas,
2020-02-20,quinta-feira ,19:48:00,SEM VÍTIMA,BOA VISTA,RUA,RUA JOSE DE ALENCAR,AV,AV MANOEL BORBA,COLISÃO,2,,,,,,,,,0,,Cruzamento,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,R-25b,30 km/h
2020-02-20,quinta-feira ,19:55:00,SEM VÍTIMA,ARRUDA,AVENIDA,AVENIDA PROFESSOR JOSE DOS ANJOS,,,COLISÃO,2,,,,,,,,,0,,Longo da via,Chuvoso,Não existe,Perfeito estado,Molhada,Mal iluminada,Outros,Não há placas,
2020-02-20,quinta-feira ,21:36:00,SEM VÍTIMA,MACAXEIRA,AVENIDA,AVENIDA NORTE,,,COLISÃO,1,1,,,,,,,,0,,Longo da via,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Outras,
2020-02-20,quinta-feira ,21:55:00,SEM VÍTIMA,BOA VIAGEM,RUA,RUA ERNESTO DE PAULA SANTOS,RUA,RUA JONATHAS DE VASCONCELOS,COLISÃO,2,,,,,,,,,0,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-02-21,sexta-feira ,03:11:00,COM VÍTIMA,IBURA,AVENIDA,AVENIDA RECIFE,RUA,RUA SAO NICOLAU,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,1,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,
2020-02-21,sexta-feira ,06:55:00,SEM VÍTIMA,BEBERIBE,AVENIDA,AVENIDA BEBERIBE,,,ABALROAMENTO TRANSVERSAL,1,1,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,
2020-02-21,sexta-feira ,07:52:00,SEM VÍTIMA,PRADO,AVENIDA,AVENIDA ENGENHEIRO ABDIAS DE CARVALHO,,,COLISÃO TRASEIRA,,2,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,
2020-02-21,sexta-feira ,08:13:00,SEM VÍTIMA,AFOGADOS,RUA,RUA VINTE E UM DE ABRIL,,,ABALROAMENTO LONGITUDINAL,1,,,,,,1,,,0,,Longo da via,Bom,Não existe,Incompleta,Seca,Mal conservada,Não existe,Não há placas,
2020-02-21,sexta-feira ,08:26:00,SEM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA CONSELHEIRO AGUIAR,,,ABALROAMENTO LONGITUDINAL,1,,,,,1,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,
2020-02-21,sexta-feira ,08:48:00,SEM VÍTIMA,AFOGADOS,RUA,RUA NICOLAU PEREIRA,RUA,RUA DO ACRE,COLISÃO TRASEIRA,1,1,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,
